Year,Latitude,Longitude,Magnitude
1855,-33,-71.7,
1855,37.1,5.7,
1855,15.91,-85.96,
1855,37.8,-122.4,
1855,34.5,137.6,7
1855,35.65,139.8,7
1855,32.5,134.5,7
1855,39.1,121.6,5.5
1855,43.8,6.4,
1855,29.2,108.1,4.8
1856,37.1,-8,
1856,17,-96.3,
1856,37.5,-122.3,5.5
1856,3.67,125.5,
1856,46.4,12.4,
1856,29.7,108.8,5.5
1856,-8.5,116,
1856,16,-88,7.5
1856,37.1,5.7,
1856,37.1,5.7,
1856,40.5,143.5,8
1856,35.5,26,
1856,38.25,26.25,6.6
1857,4.9,31.7,
1857,35,-119,8.3
1857,37.4,45.3,
1857,38.4,42.1,6.7
1857,-5.5,147,8
1857,-8,115.5,7
1857,36.5,1.3,
1857,34.8,138.3,6.4
1857,39.4,16.4,
1857,40.2,29,
1857,38.3,45.4,
1857,1.35,125.2,
1857,1.35,125.2,
1857,40.3,16,6.5
1858,49.2,18.8,
1858,55,166,7.5
1858,38,23,
1858,36,137.5,
1858,36.571,137.59,
1858,-30,-71.4,6.5
1858,17,-96.3,
1858,19.2,-99.1,
1858,19,95,
1858,40,20,
1858,42.8,23.2,
1858,26.2,127.5,
1858,40,20.1,
1858,38.2,-9,
1858,37.5,-122,
1858,1,126,7.3
1859,-0.3,-78.5,
1859,43.4,11.3,
1859,39.9,41.3,6.1
1859,40.7,48.5,5.9
1859,1,126.5,7
1859,-4.6,129.9,
1859,0.009,125.5,7.3
1859,40.2,25.8,
1859,42.8,13.1,
1859,13.33,-87.81,6.2
1859,37.6,-122.3,
1859,-5.5,130.5,6.8
1859,-27.35,-70.35,7.6
1859,-9,111,
1859,-40.85,145.32,
1859,13.7,-89.8,7
1859,0.9,124.9,
1860,18.52,-73.35,
1860,40,20.1,
1860,-12.1,-77.1,
1860,1.3,121,
1860,-1.25,128.5,
1861,-1,97.5,8.5
1861,0.009,98,7
1861,-32.8,-68.8,
1861,-13.8,-73.4,
1861,1,97.5,7
1861,18.5,-77.9,
1861,13.74,41.55,
1861,46,12,
1861,1,97.5,6.8
1861,37.5,-122,
1861,39.1,121.7,6
1861,-1.5,100,6.5
1861,38.5,142,7.4
1861,38.2,22.2,7.5
1862,52.3,106.7,7.5
1862,14.5,121,6.5
1862,38.3,20.5,
1862,40.3,19.3,
1862,32.7,-117.2,5.9
1862,23.4,120,6.5
1862,7,0.4,6.5
1862,35,59,
1862,38.8,30.5,6.1
1862,12.7,-87,
1862,35.5,111.5,5.5
1863,38.1,48.2,
1863,-6.1,106.7,
1863,36.5,28,6.7
1863,26,100.1,5.5
1863,14.5,121,6.5
1863,44,6.2,
1863,14.5,121,
1863,-7.5,109.3,
1863,38.25,26.25,
1863,-19,168.5,7.5
1863,44.6,141.5,6.4
1863,43.8,87.6,5.5
1863,40.5,29.1,6.7
1863,38,47.6,
1863,38.53,30.55,
1864,38.25,48.28,
1864,30.6,57,
1864,18.2,-72.53,
1864,-1,135,7.8
1864,46.5,-53.7,
1864,18.6,-97.5,
1864,33.38,45.98,6.4
1865,-12,-77.1,
1865,33.2,44.26,
1865,,,
1865,,,
1865,38.5,-122.5,
1865,29.6,53.1,6
1865,-7.2,110.3,
1865,37.7,15.1,
1865,39.4,26.2,
1865,41,-124.5,
1865,37.2,-121.9,6.3
1865,13.25,123.5,6
1865,-19.5,-173.5,8
1866,40.4,19.5,
1866,19,-98,
1866,,,
1866,36.4,25.3,6.1
1866,36,23,6
1866,40.3,19.3,
1866,27.7,85.3,
1866,58,-152,
1866,40.1,20.1,6.7
1866,18.2,120.6,
1867,36.4,2.7,
1867,39.8,20.8,
1867,38.4,20.2,7.9
1867,39.2,26.4,7
1867,18.4,-64.3,
1867,33.5,44.9,
1867,-7.8,110.4,
1867,36.4,22.2,7.1
1867,10.9,-64.1,
1867,18.1,-65.1,7.5
1867,18.4,-64.3,
1867,25.34,121.91,7
1868,36.3,56.3,
1868,18.1,-65.1,
1868,19,-155.5,7.9
1868,41.2,69.6,6.5
1868,21,-101,
1868,40,41.7,6.7
1868,55,-161,
1868,21.2,-100.5,
1868,16.8,-99.2,
1868,24.5,91.5,7.5
1868,16.8,-99.9,
1868,-18.6,-71,8.5
1868,10.7,-63.1,
1868,-18.6,-71,8.5
1868,0.81,-77.72,8
1868,0.31,-78.18,7.7
1868,37.6,15.133,
1868,-36.7,-73.2,
1868,-17,-72.5,
1868,-33.1,-71.7,
1868,-40.2,173,7.6
1868,41.2,43.8,4.5
1868,37.7,-122.1,6.8
1868,32.4,117.8,5.5
1868,7,-73,
1869,24.5,92.5,
1869,-36.6,-73,
1869,-39.9,-73.4,
1869,37.783,-122.417,
1869,37.783,-122.417,
1869,7.5,-72.1,
1869,7.7,-73.3,
1869,-12.1,-77.1,
1869,-19.6,-70.2,
1869,27.7,85.3,6.5
1869,-30,-71.4,
1869,40.3,19.3,
1869,12.5,123.5,7
1869,-16.4,-73.9,
1869,-21,-70,6.8
1869,-19.6,-70.23,7.5
1869,13.5,121,
1869,44.75,35,5.6
1869,34.9,5.9,
1869,37,28,7.5
1869,38.8,20.8,
1870,30,99,7.3
1870,-22.5,-68.9,
1870,15.4,-96.3,7.9
1870,,,
1870,14.083,-90.383,
1870,12.4,-86.6,
1870,9.5,-69.5,
1870,38.5,22.5,7
1870,,,
1870,38.5,22.5,7.5
1870,39.2,16.3,
1870,47.4,-70.5,
1870,39.28,16.28,
1870,,,
1870,7,125.4,
1871,,,
1871,-13.65,-76.4,
1871,18.2,-94.5,
1871,20.7,-157,7
1871,9.203,124.673,
1871,40.4,-124.2,5.9
1871,-35,-72.5,7.5
1871,40.5,-73.9,
1871,-33.1,-71.7,
1871,-13,-77,
1871,18.35,-64.9,
1871,0.5,123,
1871,18.4,-64.6,
1871,-20.2,-70.2,7.3
1871,7.4,124.2,
1871,37.3,58.3,5.6
1871,-41.5,-73,
1872,37.3,58.3,6.3
1872,-16.4,-71.5,6.5
1872,16,119,6
1872,40.6,48.7,5.7
1872,39.8,20.3,
1872,34.9,132,7.4
1872,36.7,-118.1,7.8
1872,17,-96.3,
1872,36.2,36.2,7.3
1872,5.5,-0.4,4.9
1872,34.5,48,
1872,52.2,-168.5,
1872,34.8,47.6,
1872,43.2,-71.53,
1872,48.4,23.3,4.3
1872,13.8,121,
1872,27.07,142.21,
1873,37.8,27,
1873,13.64,-89.13,
1873,13.6,-89,
1873,46.2,12.4,
1873,-32.3,-71.16,
1873,41.7,13.7,
1873,44.5,4.7,
1873,8.96,-79.53,
1873,38,23.3,
1873,-23.6,-70.4,
1873,42,-124,6.7
1873,-5.5,146,8
1874,10.4,-66.6,
1874,18.1,-65.1,
1874,28.2,-100.2,
1874,38.8,38.8,6.1
1874,22,89,
1874,17,120.6,
1874,10.5,-63.1,5.9
1874,6.8,122,
1874,14.5,-90.7,
1874,35,69,
1875,20.7,-103.4,7.5
1875,20,-105,
1875,-20,168.5,8
1875,37.3,21.8,
1875,38.1,30.2,7.3
1875,-18.5,168,7
1875,38.7,29.4,6.1
1875,7.9,-72.5,7.5
1875,13.6,123.2,
1875,37.75,27,
1875,44.5,33.4,5.2
1875,16.3,120.3,
1875,-6.9,108.3,
1875,40.2,26.4,
1875,16,38.5,6.2
1875,18.3,-66.4,
1875,-6,147,7
1876,38.8,30.5,
1876,-3,127.25,6.8
1876,25.4,99.4,6
1876,,,
1877,,,
1877,-21.5,-70.5,8.3
1877,-12.07,-77.15,
1877,-21.2,-70.1,
1877,-19.6,-70.2,
1877,-20.2,-70.1,
1877,-24,-71,
1877,3.88,-77.08,
1878,-19,168.5,7.5
1878,,,
1878,-19.92,-70.335,7.9
1878,-4.25,152.25,
1878,-12,-77,
1878,5.1,-75.5,
1878,-19,168.5,8
1878,-36.8,-73,
1878,-20.2,-70.1,
1878,20.3,-103.4,
1878,10.3,-66.8,5.9
1878,-20.2,-70.1,
1878,40.8,29,6.7
1878,10.7,-66.5,
1878,34.1,-117.3,4.3
1878,-23.7,-70.4,
1878,27.7,100.8,5.5
1878,53.6,-166.4,
1878,-19,168.5,
1878,6.9,125.1,
1878,13.5,-88.4,
1878,46.2,16.8,
1879,6.5,-3.3,5.7
1879,9.5,-67.2,
1879,37.8,47.9,6.7
1879,37.5,57.4,6.7
1879,9.8,125.5,
1879,33.2,104.7,8
1879,29,33,5.9
1879,37.5,15,
1879,34.227,-118.433,
1879,13.4,-89.1,
1880,22.4,-83,
1880,42,35.2,5.5
1880,33,104.6,5.5
1880,38.6,27.1,
1880,15,121.5,
1880,16,121.85,7.5
1880,15,121.5,
1880,38.1,27.8,6.1
1880,38.6,27.1,6.7
1880,-31.62,-71.18,7.7
1880,27.1,54.2,
1880,-38.85,178.85,7
1880,55.8,-155.6,
1880,57,-136,7
1880,45.9,16.1,
1880,36.7,137.3,
1880,40.5,48.1,
1880,36.1,46.2,
1881,24.5,120.7,5.5
1881,40.7,13.9,
1881,38.25,26.25,7.3
1881,38.2,26.2,
1881,11.5,-86.3,
1881,38.5,43.3,
1881,11,-84,
1881,-16,179,
1881,-20.2,-70.1,
1881,33.6,104.6,6.5
1881,17.97,-76.8,
1881,38.4,26.1,
1881,38.3,44.6,
1881,16.5,121.1,
1881,25,121.5,5.5
1881,40.6,33.6,6.1
1881,16.2,121.2,
1881,43.3,147.3,7
1881,-19.6,-70.2,
1881,,,
1881,8.52,92.43,7.9
1882,8.567,81.233,
1882,-33.58,-71.63,
1882,46,14.2,4.8
1882,17.5,-98.3,
1882,40.9,14.4,
1882,10,-79,8.3
1882,-19.6,-70.2,
1882,-4.5,129.9,7.5
1882,38.1,115.5,5.8
1882,23.8,120.5,6.3
1883,7.4,-76.9,6
1883,38.1,46.3,6.2
1883,37.9,112.5,5.5
1883,40.7,13.9,
1883,38.3,26.2,7.3
1883,27.5,52.3,5.8
1884,-16,179,
1884,23.5,120.4,5.3
1884,26.81,55.91,
1884,15.7,39.6,6.2
1884,40.6,-73.75,5.5
1884,7.5,-79,7.5
1884,23,101.1,6.5
1884,41.31,-72.92,
1884,36.95,-3.983,6.7
1884,13.4,-88.5,
1885,34.5,105.7,6
1885,,,
1885,,,
1885,20.8,-103.4,
1885,9.8,125.5,
1885,37,22,
1885,-2.5,127.5,7.3
1885,41.9,47.8,4
1885,2.5,-76.5,
1885,33.5,75,
1885,34,76,
1885,24.8,89.5,6.9
1885,8.3,123.6,
1885,,99.5,6.8
1885,42.7,74.1,6.9
1885,12.3,-86.8,
1885,-20.2,-70.1,
1885,36.1,4.6,5.9
1885,5.55,95.3,
1885,25,104,5
1886,5.6,95.3,
1886,37.1,21.5,7.5
1886,32.9,-80,7.3
1886,9.3,-70.4,
1887,10.7,122.6,
1887,43.9,8.1,
1887,13.7,123.3,
1887,31,-109,8
1887,5.4,96,
1887,28.2,-100.2,
1887,43.1,76.8,7.3
1887,17.7,-100,
1887,19.7,-74.4,
1887,38.3,22.8,
1887,44.2,12,
1887,35.58,0.33,
1887,39.6,16.3,
1887,23.7,102.5,6.8
1888,10.3,-61.1,7.5
1888,36.5,102.2,5
1888,5.8,95,
1888,-34.5,-57.9,
1888,38.5,119,7.5
1888,-34.5,172.7,7.3
1888,38.2,22.1,
1888,41.3,43.3,6.1
1888,37.1,104.2,
1888,9.2,-69.8,
1888,9.95,-84.1,
1888,33.3,49.3,
1889,13.5,121,6.8
1889,43.2,78.7,8.3
1889,32.8,130.7,6.3
1889,17.7,-100,
1889,38.3,22,
1889,1,126.25,8
1889,18.8,-99,
1889,39.2,26,6.9
1889,-7,113.5,6
1889,6.8,-6.7,4.7
1890,11.2,124.4,
1890,36.6,54.6,7.2
1890,-4.5,129.9,
1890,-6.76,111.04,
1890,36.9,112.9,5.5
1891,36.5,1.8,
1891,38.3,43.2,
1891,37.1,111.9,5.8
1891,5.4,96,
1891,-37.4,174.4,6.2
1891,25.5,-103.5,
1891,-9,124,7
1891,35.5,137,8.4
1891,48,-123.5,
1892,31.5,-116.5,
1892,21,122,
1892,17.3,120.6,
1892,-18.5,-70.35,
1892,38.5,-122.5,
1892,38.5,-121.9,6.2
1892,14,143.3,7.5
1892,2.5,99.5,
1892,-15.25,166.83,
1892,-3,127.75,7
1892,37,136.8,
1892,30.5,66.2,
1893,37.7,20.9,6.4
1893,40.5,25.5,6.5
1893,17.97,-76.8,
1893,38.3,38.3,6.7
1893,44.2,21.2,
1893,37.7,20.9,6.4
1893,36.6,101.8,5.5
1893,43.3,147.5,
1893,42.5,145.5,
1893,40.2,19.7,7.5
1893,6.9,125.8,
1893,-17.75,168.3,6
1893,41.75,16,
1893,30.5,101.5,6.8
1893,37.2,58.4,6.6
1893,41.7,82.8,6.8
1893,41.2,80.3,6.5
1894,37.1,58.3,
1894,6,126,
1894,29.4,52.3,
1894,42.5,146,7.9
1894,38.6,23.2,6.7
1894,38.7,23.1,6.9
1894,8.5,-71.7,8.2
1894,35.7,139.9,7.5
1894,8.2,126.1,
1894,40.6,28.7,
1894,37.75,21.75,6.3
1894,38.9,139.8,7
1894,-32,-68.5,7.5
1894,9.4,-70.1,
1894,38.3,15.9,
1895,37.1,58.4,6.8
1895,-8.4,150.1,7.3
1895,46.1,14.5,6.1
1895,13.4,121.7,
1895,40.1,19.4,
1895,39.5,20.5,7.5
1895,40,20.1,6.4
1895,43.9,11.1,
1895,33,130,
1895,-18,-71,
1895,39.5,20.5,
1895,39.5,53.7,8.2
1895,41.2,19.3,
1895,-38.8,176,6
1895,23.5,116.5,6
1895,40.667,-74.883,4.3
1895,37,-89.4,
1895,41.7,12.2,
1895,35.7,51.4,
1895,16.8,96.2,
1896,37.8,48.3,
1896,38.5,45,
1896,36.5,141,
1896,29.2,104.9,5.8
1896,17.6,-76.7,
1896,19.2,-104,
1896,38,76,6.5
1896,-33,-71,
1896,-8.25,124.75,
1896,39.5,144,8.3
1896,64,-21,
1896,40,141,
1896,37,71,7.5
1896,-3.5,102.5,6.8
1896,43.7,8.1,
1896,39.7,75.9,6.6
1896,43.5,146,7.6
1896,30.3,57.1,
1897,26.95,56.26,6.1
1897,40,20.1,
1897,40,140,8.3
1897,38.1,141.9,7.4
1897,-6.8,120.8,5.5
1897,24.7,121.8,6
1897,16.72,-62.18,
1897,16.5,-61.8,
1897,-37.3,139.7,6.5
1897,12,124,7.9
1897,39,12.5,
1897,17,-96.3,7
1897,26,91,8
1897,16,-95,7
1897,38,143.7,7.7
1897,18,120,7.9
1897,39,143,7.9
1897,-11.9,-76.8,7.7
1897,6,122,8.6
1897,6,122,8.7
1897,,,
1897,12,126,8.1
1897,12,126,
1897,12,126,7.9
1897,18.5,-69.95,
1898,36.5,54.9,4.3
1898,38.2,-122.4,6.5
1898,39,-124,
1898,38.6,142,7.2
1898,12,-86,7.9
1898,39.8,76.6,6
1898,42.4,13,
1898,52,172,7.6
1898,43.6,16.7,
1898,-36.83,-73.03,6.5
1898,39.75,20.75,6.2
1898,39.1,113,5.5
1898,37.75,21,
1899,-3,152,
1899,37.25,21.75,6.6
1899,17,-98,8.4
1899,-12.4,130.7,
1899,-21.97,-63.67,6.9
1899,18,-77,7.8
1899,10.4,-69.2,
1899,60,-142,8.2
1899,60,-140,7.8
1899,60,-140,8.2
1899,37.93,28.84,6.7
1899,-3,128.5,7.8
1899,-5,148,
1899,53,159,7.9
1899,31.9,132,7.1
1899,31.9,132,
1899,33.5,-117,6.4
1899,41.6,43.5,5.6
1900,-0.03,127.25,
1900,36.5,133.5,7.8
1900,-6.84,106.96,
1900,20,-105,7.4
1900,20,-105,7.8
1900,10.3,-63.3,
1900,10,-85.5,7.5
1900,40.3,43.1,5.9
1900,-10,165,7.6
1900,58.6,-137.5,
1900,-4,152,6.8
1900,-5,148,7.1
1900,4.6,-74,7.9
1900,-4,140,6.9
1900,57.09,-153.48,8.3
1900,11,-66,8.4
1900,43,146,7.9
1900,10.6,-66.95,
1901,-2,-82,7.8
1901,26,100.1,6
1901,36,-120.5,6.4
1901,43.4,28.7,6.4
1901,43.4,28.5,7.2
1901,45,148,7.5
1901,39,143,
1901,27,130,7.9
1901,40.5,142.5,7.9
1901,-22,170,7.9
1901,40.6,142.3,8.2
1901,40.5,142.5,6.3
1901,14,121.6,
1901,11,-86.5,7
1901,40,41.5,6.1
1901,14,122,7.8
1901,39.4,26.7,5.9
1901,51.45,-171.02,7.8
1902,52.4,-167.5,7.8
1902,17.6,-99.7,7
1902,14.71,-91.59,6.3
1902,-8,150,7.8
1902,-20,-174,7.8
1902,40.7,48.6,6.9
1902,13.5,-89.5,7
1902,40.7,33.6,5.5
1902,14,-91,7.5
1902,34.5,-120.5,
1902,26.6,56.2,
1902,50,148,8
1902,40.75,23.25,6.6
1902,27.1,56.3,
1902,7.5,123.5,7.3
1902,39.88,76.2,7.7
1902,10.8,122.6,
1902,26.3,99.9,5.5
1902,18,146,8.1
1902,16.6,-92.6,7.8
1902,37.4,-113.5,
1902,29,-114,7.8
1902,40.8,72.3,6.4
1903,-20,-175,8
1903,15,-98,7.7
1903,48,98,7.8
1903,14,143.3,
1903,-8,106,8.1
1903,32.2,35.3,5.7
1903,-3,127.5,6.5
1903,39.1,42.4,
1903,39.1,42.5,6.3
1903,-17,168,7.9
1903,38.1,13.4,
1903,40.9,42.7,5.8
1903,61.56,-158.54,8.3
1903,16.7,-99.2,
1903,44.3,10,
1903,4.6,-74,7.7
1903,36,23,7.8
1903,,,
1903,35.2,58.2,6.5
1903,-20.2,-70.15,
1903,-28.5,-71,6.5
1903,7,126,7.8
1904,7,-79,7.9
1904,42.5,145.8,7.6
1904,41.8,23.2,7.5
1904,41.8,23.2,7.8
1904,23.5,120.5,6
1904,40,134,7.9
1904,52,159,8.3
1904,52,159,8.1
1904,52,159,7.9
1904,-40.5,177,7.5
1904,37.75,27,6.2
1904,30,130,7.9
1904,64.66,-148.08,8.3
1904,31.2,100.9,6
1904,-7.7,109,
1904,-1,-80.5,7.7
1904,23.5,120.3,6.3
1904,9.2,-82.8,7.2
1905,9.85,-84.68,6.8
1905,1,123,8.4
1905,50.73,-178.55,7.9
1905,-27.5,-173,7.5
1905,-15.6,167.2,
1905,33,76,7.8
1905,40.2,29,6.5
1905,26.4,56.3,
1905,20.3,-103.4,
1905,-4,149,7.5
1905,42.1,19.6,6.6
1905,34,132,7.8
1905,-1,-168,7.6
1905,37.4,142.6,7
1905,49,99,8.4
1905,49,98,8.4
1905,42.1,13.9,
1905,45,143,7.5
1905,38.67,16.07,7.1
1905,53,164,7.8
1905,44.5,37.5,5.1
1905,42,23,6.4
1905,42,42,7.5
1905,29.3,104.8,5
1905,40.092,24.627,7.2
1905,-17.7,168.3,
1905,-17.7,168.3,
1905,38.1,38.6,6.8
1905,11,123.5,6.5
1905,36.1,37.1,
1905,37.3,9.9,
1906,26.6,104.1,5.5
1906,34,138,8.4
1906,10.5,-66.917,
1906,1,-81.5,8.6
1906,3.5,-76.2,7.7
1906,1,-81,
1906,14,-61,
1906,3.9,-77.033,
1906,41.1,20,6.5
1906,23.6,120.5,6.8
1906,24.5,118.5,6.5
1906,19,-113.8,7.5
1906,23.4,120.4,6.5
1906,37.67,-122.48,7.9
1906,-18.5,-70.3,
1906,24.6,98.6,5.3
1906,4.6,-74,7.7
1906,4.6,-74,7.7
1906,51.05,179.69,7.8
1906,-33,-72,8.2
1906,9,38.4,6.8
1906,-7,149,8
1906,38,13.7,
1906,-2,-79,7.9
1906,-4,149,7.2
1906,-22,109,7.8
1906,6.5,0.3,5
1906,15,-61,7.9
1906,43.5,85,8.3
1906,56.85,-153.9,7.6
1906,-18,-71,7.9
1907,2,94.5,7.8
1907,18.2,-76.8,6.5
1907,38,13.7,
1907,-13.2,-75.4,7.6
1907,3,122,7.3
1907,17,-100,8.3
1907,14,123,7.6
1907,13.5,123,7.4
1907,-7.5,153.7,7.7
1907,51.5,147,7.9
1907,18,120,
1907,1,127,7.9
1907,-2,121,
1907,41.1,20.1,6.2
1907,52.59,-169.73,7.8
1907,59.5,-135.5,5.5
1907,28,-112.5,7.7
1907,38.5,67.9,7.4
1907,38.133,16.017,5.9
1907,-8.01,-76.79,
1907,14,123,
1907,-3.1,142.5,7.4
1907,-21.17,-175.73,
1908,-2,100,7.5
1908,61,-146.2,6
1908,9,126,7.5
1908,-10,129,6.6
1908,18,-99,8.1
1908,17,-101,7.5
1908,3,123,7.5
1908,19,-155,6.8
1908,36.5,70.5,7
1908,45,150,7.6
1908,-14,-78,
1908,26.639,96.866,7.2
1908,38.17,15.58,7
1909,38.6,26.9,5.8
1909,33,50,7.7
1909,35.6,-5.4,
1909,40.2,37.8,6.3
1909,-18,-179,7.8
1909,34.5,141.5,6.7
1909,34.5,141.5,7.5
1909,8,127,
1909,44.5,10.5,
1909,52,175,7.8
1909,25,121.5,7.3
1909,38.9,-8.8,6.6
1909,4.2,9.2,
1909,24.4,103,6.5
1909,-2,101,7.6
1909,43.2,11.5,
1909,-26.5,-70.5,7.6
1909,43.7,5.4,6.2
1909,36.5,70.5,8.1
1909,35.5,72.5,
1909,-15.5,167.2,
1909,37.9,21.5,5.7
1909,16.8,-99.8,7.8
1909,35.4,136.3,6.9
1909,43.2,11.5,
1909,41.8,-112.7,
1909,30,68,7.2
1909,37.7,15.2,
1909,40.3,29.6,5.8
1909,17,-101.2,4.7
1909,32,131,7.9
1909,24.4,121.8,7.3
1909,-10,165,7.7
1909,12.5,145,8
1910,17,-85,7.5
1910,35,122,6.8
1910,33,138.5,7.4
1910,-4.25,152.25,6
1910,25.5,122.5,7.8
1910,9.8,-84,
1910,10,-84,
1910,42,145,7.5
1910,-20,169,7.5
1910,40.9,15.4,5.9
1910,-19,169.5,7.9
1910,36,4,6.4
1910,40.9,34.6,6.1
1910,16.8,-95.9,6.9
1910,35.3,-2.97,
1910,-16,166,7.9
1910,-14,166.5,7.2
1910,-8,167,8
1910,-8,31,7.3
1910,4.5,126,7.5
1910,4,127,6.7
1910,9,125.5,6.2
1911,43.5,77.5,7.7
1911,39.8,114.5,5.5
1911,14.002,120.993,
1911,38.2,72.8,7.4
1911,41.1,20.7,6.7
1911,31.23,57.03,6.7
1911,51.8,156,7.6
1911,-4.25,152.25,
1911,23,115.3,5.5
1911,17.5,-102.5,7.9
1911,28,130,8
1911,36,70.5,7.6
1911,9,126,7.8
1911,43.2,0.2,5
1911,7,137,7.7
1911,-20,-72,7.3
1911,60.5,-149,6.9
1911,37.7,15.2,4.3
1911,40.4,20.5,
1911,17,-100.7,7.6
1912,38,20.5,7
1912,64,-20,7.5
1912,20.4,-103.2,
1912,21,97,8
1912,40.5,142,6.6
1912,-5.62,-80.413,7
1912,40.5,27.2,7.8
1912,19.9,-99.9,
1912,7,138,7.5
1912,7,138,6.9
1912,57.5,-155,7.5
1912,12.6,124,
1912,19.9,-99.8,7.8
1912,,,
1912,-29,-62.5,7.5
1913,46,152,7.5
1913,-41.8,171.5,6.8
1913,-3.4,-79.6,7.7
1913,5.354,126.121,7.8
1913,26.8,53.7,5.8
1913,9.5,127.8,7.7
1913,-5,154,7.5
1913,43.5,25.5,6.8
1913,-20,-174,7.6
1913,39.6,16.2,
1913,-16.6,-73.3,7
1913,47.5,155.5,7.7
1913,-17,-74,7.9
1913,28.4,102.3,6
1913,7.1,-80.6,6.7
1913,-7,148,7
1913,-19.5,169,8.1
1913,-14.2,-72.9,6.3
1913,-18,169,7.5
1913,24.15,102.45,7
1914,31.58,130.67,7.1
1914,-12,-76.6,
1914,43.5,10.2,
1914,-35,-73,7.6
1914,-17,-72,7.2
1914,39.2,139.8,7.2
1914,16.8,-92.2,7.5
1914,37.7,15.2,4.9
1914,-1.829,136.943,8.1
1914,39.2,36,5.6
1914,-0.2,-78.2,5.8
1914,-3.924,101.82,7.6
1914,43.5,91.5,7.5
1914,-15.5,-73.2,
1914,37.82,30.27,7
1914,-37.8,178.2,
1914,38.25,23.25,6
1914,6,132.5,7.6
1914,22,143,8.1
1914,38.8,20.6,6.3
1914,-15.2,-73.2,
1915,42,13.5,7.5
1915,23.6,123.5,7.7
1915,47,155,8.1
1915,11.3,122.3,
1915,-3.644,133.695,
1915,-18.5,-68.5,7.6
1915,32.8,-115.5,6.2
1915,53.5,163.3,7.3
1915,38.5,20.7,6.7
1915,14,-89,7.9
1915,40.5,-117.5,7.6
1915,38.3,142.9,7.8
1915,-1,136,6
1915,18,119.5,6.4
1915,29.5,91.5,7
1915,14.56,-88.76,6.6
1916,-4.739,152.548,7.9
1916,11.1,122.3,
1916,-3,136,8.1
1916,-3,135.5,8.1
1916,41,37,7.8
1916,,,
1916,29.5,131.5,8
1916,48.5,178.5,7.7
1916,11,-86,7.5
1916,53.3,-170,7.5
1916,33,141,7.8
1916,18.5,-68,7.2
1916,9.6,-82,7
1916,-28.5,-63,7.5
1916,38.817,15.233,5.1
1916,-4,144.5,7.5
1916,-21,-68,7.5
1916,30,81,7.7
1916,23.7,120.9,6.5
1916,-9,113,7.3
1916,46.3,14.6,4.9
1916,46.5,160,7.7
1916,10.46,-67.77,
1916,24,121,6
1917,23.9,120.9,6.3
1917,-7,116,6.6
1917,31.3,116.2,6.3
1917,24.47,118.08,6.5
1917,45.9,15.6,5.6
1917,56.5,163,7.8
1917,6,125,6.4
1917,43.5,12.1,5.5
1917,-29.2,-177,8
1917,23.2,121.6,5.8
1917,54.79,-169.12,7.9
1917,42.5,12.7,
1917,13.82,-89.31,6.7
1917,-15.5,-173,8.3
1917,25,123,7.7
1917,-3.705,141.729,7.5
1917,28,104,6.8
1917,42.5,131,7.5
1917,-7.5,128,7.8
1917,4,-74,7.3
1917,41.7,13.6,
1917,43.6,13.7,
1917,-29,-177.5,7.5
1917,14.6,-90.6,6
1917,15,-97,7.7
1918,14,-90,
1918,45.4,136.5,7.7
1918,6.5,126.5,7.5
1918,23.5,117.2,7.3
1918,33.7,-117,6.8
1918,-28.5,-71.5,7.9
1918,-3.5,142.5,7.5
1918,24.5,91,7.6
1918,26.9,103,5.5
1918,5.5,123,8.3
1918,45.5,151.5,8.3
1918,20.4,121.95,
1918,18.7,-67.189,7.1
1918,18.5,-67.5,
1918,44.5,151.5,7.8
1918,18.2,-68.2,
1918,-7,129,8.1
1918,-26,-71,7.8
1918,34.5,58.2,
1919,8,126,7.4
1919,-19.5,-176.5,8.3
1919,12,122,
1919,13.69,-89.19,5.9
1919,-18.352,-172.515,8.1
1919,40.5,145.5,7.6
1919,-4.806,153.859,8.2
1919,44,11.5,6.2
1919,12.33,-88.291,6.6
1919,,,
1919,-16.5,180,6.9
1919,41.4,12.6,5.6
1919,43.5,12.1,
1919,-2.55,140.75,
1919,41.6,14.2,
1919,39.4,20.5,
1920,19.26,-96.97,7.8
1920,0.87,122.92,
1920,-6.5,150,7.7
1920,42,44.1,6.2
1920,23.5,122.7,8
1920,-38,-73.5,7
1920,44.3,10.3,5.8
1920,-19.919,168.53,7.8
1920,40.2,20,6.2
1920,36.601,105.317,8.3
1920,-32.7,-68.4,6
1920,40.5,19.5,5.6
1921,44.3,11.9,
1921,15,-91,7.5
1921,19.7,-104.3,7.7
1921,0.7,117.9,6.2
1921,40.13,124.38,
1921,15.6,39.6,5.9
1921,-11,111,7.5
1921,3.8,16.3,4.8
1921,43.2,13.2,
1921,38.7,-112.1,5.2
1921,-2.3,138.8,
1921,7,126,
1921,8,127,7.5
1921,36.5,70.5,7.8
1921,42.7,12,
1921,-2.5,-71,7.6
1922,-16.5,-73,7.2
1922,2.5,-71,7.6
1922,-2.5,-71,7.6
1922,-7.111,143.53,6.9
1922,10.2,123.5,
1922,41,-125.5,7.6
1922,11.7,-70.85,6.4
1922,-3.3,128.9,
1922,10.2,124.1,6.3
1922,9,123.25,6
1922,44.4,20.4,6
1922,-1,100.35,
1922,45.2,12.7,
1922,5.5,95.2,
1922,36.3,1.3,5.1
1922,24.5,122,7.6
